Employer_id,employer_name,employer_address_1,employer_address_2,Geography_id,employer_num_employees,employer_phone,employer_phone_ext,employer_yr_estab
17190,"Xcalar, Inc.","3031 Tisch Way, Suite 420",None,42620,12,4084711711,,2013
17191,Baidu Usa Llc,1195 Bordeaux Dr,None,42177,128,669-224-6928,,2010
17192,"Avere Systems, Inc.",910 River Avenue,None,6446,106,412-894-2570,,2008
17193,"Mir Consulting, Inc.","131 Main Street, Suite 165",None,1327,14,2012508642,,2006
17194,Big Sky Global Llc,1001 Elm Street,Suite 105 C,1947,11,2027873994,,2008
17195,Redfin Corporation,"2025 1St Avenue, Suite 500",None,44059,1109,877-973-3346,,2004
17196,"Imperva, Inc",3400 Bridge Parkway,None,42150,263,650-345-9000,,2002
17197,Kelly Maxson Inc,13111 N Central Expy Suite 210,None,34911,26,6303625761,,2013
17198,"Ca State University, Dominguez Hills",1000 E. Victoria Street,None,40800,1500,310-243-3734,,1960
17199,Ave Maria University,5050 Ave Maria Blvd,None,15960,480,2393047074,,1998
17200,Rdg Technologies Inc,1000 John R Road,Suite # 204,22192,9,5864915882,,2004
17201,"Wells Fargo Securities, Llc",301 S. College Street,None,12458,265000,4153712625,,1852
17202,"Boccard Pipe Fabricators, Inc.",2500 Galveston Rd.,None,35795,212,7136430681,241,1987
17203,Datafortune Inc,"4555 Mansell Road, Suite 300",None,13587,3,4046615694,,2012
17204,"Wdg Architecture, Pllc",1025 Connecticut Avenue Nw,Suite 300,8767,110,2028578300,,1938
17205,"Acceletronics Services, Inc.",602 Gordon Drive,None,1026,22,800-543-5144,,1981
17206,Acceletronics West Inc.,602 Gordon Drive,None,1026,6,800-543-5144,,2002
17207,Aumvis Pharmatec Llc,1604 Spring Hill Rd,Ste 416,9840,11,877-723-9864,,2008
17208,Nicholson Construction Company,2400 Ansys Dr.,Suite 303,456,185,412-221-4500,2219,1955
17209,Chemstress Consultant Company,39 South Main Street,None,20263,85,330-535-5591,3403,1965
17210,"Continental Automotive Systems Holding Us, Inc.",2400 Executive Hills Boulevard,None,22393,592,248-393-6537,,2007
17211,"Goertek Electronics, Inc.",5451 Great America Pkwy,Suite 301,42572,62,408-542-9710,101,2006
17212,Alliance For Sustainable Energy Llc,15013 Denver West Parkway,None,1247,1633,303-275-3000,,2008
17213,Varsity Spirit Corporation,6745 Lenox Center Dr,Suite 300,17635,898,8005338022,,1974
17214,"Vard Marine Us, Inc.",1880 S. Dairy Ashford Rd,Suite 425,35870,14,713-595-7900,,1994
17215,"Jireh Semiconductor, Inc.",3131 Ne Brookwood Parkway,None,43546,257,5036816307,,2012
17216,"Goken America, Llc",5100 Parkcenter Avenue,None,19541,125,614-495-8100,,2004
17217,"Deepwater Corrosion Services, Inc.",13813 Fm 529 Road,None,35824,68,7139837117,,1986
17218,"United Architectural Metals, Inc.",7830 Cleveland Ave. N.W.,None,2399,50,330-433-9220,,2005
17219,"L & C Mart, Inc",11247 Air Park Road,None,118,10,804-798-8034,,2005
17220,Resolution Economics Group Llc,9777 Wilshire Blvd Ste 600,None,40648,51,3102759137,,1998
17221,Lado International College,"401 9Th Street, Nw",Suite C100,8731,120,202-223-0023,,1977
17222,"Jrm Hauling & Recycling Services, Inc.",265 Newbury Street,None,2612,200,9785362500,,1995
17223,"Greater Philadelphia Health Action, Inc.",432 N. 6Th Street,None,8374,467,215-925-2400,1037,1970
17224,"U.S. Immigration Fund, Llc",115 Front Street,Suite 300,15588,18,561-799-1883,,2012
17225,Reed Smith Llp,"599 Lexington Avenue, 29Th Floor",None,3936,3000,212-521-5400,,1877
17226,Arkansas State University,Po Box 1500,None,33632,3192,870-972-3454,,1909
17227,Clarkson University,8 Clarkson Avenue,None,5707,750,(315) 268-3788,,1896
17228,Elizabethtown College,One Alpha Drive,None,960,608,717-361-1406,,1899
17229,University Of California At Santa Barbara,Uc Santa Barbara Office Of International Students,Oiss Srb Mc 7150,41721,8000,(805) 893-2354,,1954
17230,Wellesley College,106 Central Street,None,10977,800,781-283-2084,,1875
17231,Cerritos Community College District,11110 Alondra Blvd,None,2447,1800,5628602451,,1955
17232,Integral Education Inc,7025 Nw 4Th Street,None,15460,19,954-5847820,,2013
17233,Lancaster Independent School District,422 S. Centre Ave.,None,34829,826,972-218-1403,,1905
17234,Santa Fe Christian Schools,838 Academy Drive,None,3171,149,858-755-9701,,1977
17235,United Global Logistics Inc,147-39 175Th Street,103C,4533,5,7182440906,107,2006
17236,Redbubble Inc.,633 Howard St,None,42188,61,415-800-4957,,2007
17237,"Wikia, Inc.",360 3Rd Street,Suite 750,42197,288,415-762-0780,,2006
17238,Rensselaer Polytechnic Institute,110 Eighth Street,Division Of Human Resources,3428,2000,518-276-6302,,1824
17239,"Kim Seungweon Chiropractic, Inc.",1837 Norristown Rd.,None,8251,4,215-641-9808,,2002
17240,Abdul Naushad Md Pc,D/B/A Advanced Pain Centers,190 Industrial Dr,1076,49,636-937-2772,,2002
17241,"Pinnacle Mid-Atlantic Anesthesia Associates, Pc",100 Witmer Road,Suite 220,1496,55,(215) 442-5055,,2008
17242,"Healthcare Partners Medical Group (Coats), Ltd.",770 E Warm Springs Rd,Ste 240,40371,227,702-932-8500,,1984
17243,Kentuckyone Health Medical Group,100 E. Liberty Street,None,18610,1000,502-540-3387,,1999
17244,Medics Usa Medical Center Inc.,17336 Pickwick Dr,None,8830,15,5403383360,903,1998
17245,"Memorial Hospital, Inc. D/B/A Manchester Memorial",210 Marie Langdon Drive,None,18910,534,606-598-5104,3100,1971
17246,Renaissance Medical Foundation,5501 S Mccoll Road,None,933,70,(956) 362-8677,,2005
17247,"Lake Erie Medical Services, Pc",529 Central Ave,None,5842,8,7166722000,,2011
17248,Montefiore Medical Center,111 East 210 Street,None,4139,20000,718 920 8440,,1884
17249,Claxton-Hepburn Medical Center,214 King Street,None,2495,750,315-393-8880,5235,1885
17250,"University Health Services, Inc",1350 Walton Way,None,144,3015,706-774-4211,,1818
17251,Guam Memorial Hospital Authority,850 Governor Carlos Camacho Road,None,43438,1072,671-647-2418,,1964
17252,"A Caring Doctor (Minnesota), P.A.",Dba Banfield Pet Hospital,8000 Ne Tillamook St.,43580,14000,503-922-5000,,1995
17253,Associates In Hearing Healthcare,121 Clements Bridge Rd,None,37474,12,8565461535,,2007
17254,Clarinda Municipal Hospital,D/B/A Clarinda Regional Health Center,220 Essie Davison Drive,602,248,7125428207,,1969
17255,Jnba Financial Advisors,8500 Normandale Lake Blvd,Suite 450,25800,23,952-844-0995,,1978
17256,"Ysnd, Llc",3003 S. E. 44Th Street,None,34025,17,405-290-7535,,2001
17257,"Eloyalty, Llc",9197 S. Peoria St.,None,37496,253,3033978548,,2011
17258,"Vaadin, Inc.",1551 Mccarthy Blvd,Suite 202,2145,5,4088860554,,2011
17259,Citiustech Inc,2 Research Way,2Nd Floor,3868,177,877 248 4871,,2005
17260,Real Express Corp.,114 Wilson Avenue,None,32955,10,973-465-7171,,2004
17261,Ee Ranches Inc,23212-Us377,None,35459,45,9726585254,,1985
17262,Layne Christensen,"1800 Hughes Landing Blvd, Suite 700",None,36068,2360,281-475-2600,,1981
17263,Handshake Corp.,"627 Broadway, Level 9",None,3912,48,6467807177,,2011
17264,"Ajc International, Inc.",1000 Abernathy Road Ne,Ste 600,13857,293,4049421611,,1972
17265,"La Belle Associates, Inc.",4100 Marblemount Lane,None,44115,64,360-671-5122,100,1984
17266,"Detecon, Inc.",33 New Montgomery Street,Suite 2000,42188,20,(415) 904-7919,,1998
17267,"Ebay Mobile Labs, Inc.",199 Fremont Street,None,42231,39,408-376-7400,,2005
17268,G.B.T Inc.,17358 Railroad St,None,41073,90,626-854-9338,,1990
17269,Aldrich Chemical Co. Llc,6000 N. Teutonia Ave.,None,24677,9000,4144383850,,1996
17270,Penton Learning Systems Llc,"535 Fifth Avenue, 8Th Floor",None,3918,200,212.885.2700,,1973
17271,Cascade Microtech Inc,9100 Sw Gemini Drive,None,43466,450,503-601-1000,1207,1984
17272,Cherish Drugs Inc Dba Cross Roads Pharmacy,700 E Jersey St,None,33352,5,9083542060,,2008
17273,Le Lycee Francais Et International De San Diego,3219 Clairemont Mesa Blvd,None,41246,20,858 274 2890,,2006
17274,Nalco Company,370 Wabasha Street North,None,25570,19000,630-305-1000,,1928
17275,United Technologies Corp,1 Farm Springs Road,None,28055,206700,8607286507,,1934
17276,Innovative Information Technologies Inc.,5 Independence Way,Suite 230,2758,89,6097510690,,1997
17277,"Medallia, Inc.",395 Page Mill Road,Suite 100,42269,661,(650) 321-3000,,2000
17278,Spring11,"780 3Rd Ave, 20Th Floor",None,3918,76,2123590011,,2011
17279,Bnp Paribas Investment Partners Usa Holdings Inc.,200 Park Avenue,11Th Floor,4048,211,212-841-2000,,1972
17280,Clarion Partners Llc,230 Park Avenue,12Th Floor,4051,220,212-883-2500,,2011
17281,"Potsdam Specialty Paper, Inc",547A Sissonville Road,None,2747,71,315-265-4000,5603,2008
17282,"Tyk America, Inc.",301 Brickyard Road,None,6323,40,412-384-4259,,1982
17283,"Llamasoft, Inc.",201 S. Main St,Suite 400,22211,202,7344183119,,2000
17284,"Kohl'S Department Stores, Inc.",N56 W17000 Ridgewood Drive,None,2067,140000,2627037000,,1963
17285,Hensel Phelps Construction Co.,420 6Th Avenue,None,1285,2477,9703526565,,1937
17286,Chatworth Ltd,2806 Wolflin Ave,None,37100,25,8063223050,,2005
17287,"Aaron Hotel Group, Llc D/B/A Holiday Inn Express",600 Spring St,None,28408,15,860-386-6300,,2006
17288,East 26Th Street & Park Avenue Realty Llc,365 Park Avenue South,None,3916,48,2126857700,,1999
17289,Lutheran Social Services Of The National Capital A,4406 Georgia Avenue Nw,None,8744,57,202-723-3000,251,1917
17290,Churromania International Holding,7740 Sw 104 St,Suite 207,15357,6,(786)401-6026,,2007
17291,Brooksville Drugs,80 Ponce De Leon,None,406,10,(813) 304-2221,1,2010
17292,"Dsecargonet Usa, Inc",3625 Del Amo Blvd. #275,None,40730,18,310-793-4008,,2001
17293,Banner Health,"2901 North Central Ave., Suite 160",None,39131,45000,480-684-6418,,1999
17294,Southwest Behavioral Health Services,3450 N. 3Rd Street,None,39131,800,602-257-9339,,1969
17295,"Event Planners Of Houston,Inc","6968,Howell-Sugarland Road",None,35878,5,713 541 1000,,2013
17296,"Toolsgroup, Inc.","75 Federal Street,",Suite 920,9366,999,617-263-0080,,1993
17297,"The Search Agency, Inc.",11150 West Olympic Boulevard,Suite 600,40608,130,310-873-5706,,2003
17298,Carey Asset Management Corp.,50 Rockefeller Plaza,None,3931,180,2124921104,,1973
17299,Stribling Equipment Llc,408 Us Highway 49 South,None,18258,300,6019391000,,2002
17300,David T. Louie Accountancy Corporation,4271 Mission St,None,42209,4,415-587-6655,,2001
17301,"Nan Ya Plastics Corporation, America",9 Peach Tree Hill Road,None,1854,1500,973-992-1775,,1989
17302,99 Favor Taste Restaurant,285 Grand Street,None,3890,30,6466829122,,2013
17303,"Boston Community Capital, Inc.",10 Malcolm X Blvd,Ground Floor,2930,31,6174278600,,1985
17304,"Chrysalis Holdings, Llc",8160 Maple Lawn Boulevard,Suite 300,1168,12,877-423-1206,,1998
17305,"The Vant Group, Inc.",17766  Preston Rd,None,34923,10,9724588989,,1999
17306,"Blackrock Institutional Trust Company, N.A.",400 Howard Street,None,42188,14500,415-670-2000,,2009
17307,"Dolby Laboratories, Inc.",1275 Market Street,None,42181,900,415-558-0200,,1965
17308,"William H Gates, Iii (Dba) Bmgi",2365 Carillon Point,None,1655,123,4258897900,7996,1994
17309,Townsend Holdings Llc,D/B/A The Townsend Group,"1660 West Second Street, Suite 450",20110,78,216-781-9090,220,2011
17310,The Texas A&M University System,"400 Harvey Mitchell Parkway, Suite 300",None,36356,546,979-845-8626,,1876
17311,Northern Illinois University,406 Williston Hall,None,801,6395,815-753-8280,,1895
17312,"Dvr Softek Inc.,","345 Plainfield Ave,",Suite # 301,936,60,732-339-1800,,2004
17313,Kpit Infosystems Inc.,379 Thornall Street,9Th Level,40214,450,732-321-0921,,1998
17314,Ab Star Group,"3885 Beacon Ave ,",Suite D,42325,17,510-284-2150,,2004
17315,"Zl Technologies, Inc.",860 N. Mccarthy Blvd.,Suite 100,2145,80,408-240-8989,,1999
17316,"E*Pro Technologies, Llc., Dba Sensiple",1000 Us Highway Route 9 North,Suite 303,3770,20,732-283-0801,,2005
17317,"Ask Chemicals, L.P.","495 Metro Place South, Suite 250",None,19541,300,6147630248,,2009
17318,"Neovia Logistics Services, Llc.",6363 North Highway 161,None,34718,6000,8166517251,,2012
17319,Amcor Flexibles Llc,1919 S Butterfield Rd,None,2268,2375,847-362-9000,,1991
17320,Dimension Consulting,"44121 Harry Byrd Hwy, Suite 235",None,8844,29,703 636 0933,,2010
17321,E*Pro Inc,1000  Route 9 North,Suite303,3770,28,732-283-0499,281,1999
17322,"Keste, Llc",6100 W. Plano Parkway,Ste 1800,34785,150,214-778-2100,,2004
17323,"Verifone, Inc.",88 West Plumeria,None,42629,5037,408-232-7800,,1981
17324,Google Inc.,1600 Amphitheatre Parkway,None,42132,61254,650-253-0000,,1998
17325,American Professionals Inc,10 Lake Dr,Suite 102,39240,27,7325104500,,2006
17326,6E Technologies Llc,11001 West 120Th Avenue,Suite 400,37447,3,3034176332,,2003
17327,Asp Management Inc,2743 W 15Th Street,None,34763,39,2149192090,302,2012
17328,"Mlb Advanced Media, L.P.",75 Ninth Avenue,None,3910,1000,212-485-3775,,2000
17329,Alacriti Inc,"1551 S Washington Ave, Suite 130",None,2664,41,9087912916,124,2003
17330,Us Software Professionals Inc,875 North Michigan Avenue,Suite 3100,28251,10,312-546-4306,,2003
17331,"Companion Professional Services, Llc",1301 Gervais Street,Suite 1700,670,190,(803) 765-1310,,1976
17332,Avertra Corp.,580 Herndon Parkway,Suite 300,1414,11,7038227712,,2007
17333,"Dst Retirement Solutions, Llc",333 W 11Th Street,None,30157,229,816 435 1000,,2008
17334,Lexisnexis Risk Data Management Inc.,6601 Park Of Commerce Boulevard,None,15597,410,678-694-5107,,1998
17335,"Accela, Inc.",2633 Camino Ramon Ste 500,None,42381,650,9256593200,,2000
17336,"Avongard Products Usa, Ltd. (D/B/A Hydraulx)",1700 W. El Segundo Boulevard,None,40670,38,310-319-2300,,1980
17337,Gtech Corporation,10 Memorial Boulevard,None,13019,3773,(401) 392-1000,,1980
17338,Seachange International,50 Nagog Park,None,11,348,978.897.0100,,1993
17339,"Profitsword, Llc",9355 Cypress Cove Drive,None,15102,27,7705971073,,2001
17340,Devon Energy Corp,333 West Sheridan Ave,None,33987,6600,405-235-3611,,1971
17341,"Yesmail, Inc.",1020 E. 1St Street,None,31948,320,4028364500,,1998
17342,"Regal International, Inc.",24 Emerson Plaza West,None,35461,12,201-967-0260,,1987
17343,Sencha,1700 Seaport Blvd,Suite 120,42145,90,650-299-9550,,2009
17344,Campbell Soup Company,Campbell Place,None,37987,12000,856.342.4800,,1922
17345,County Of Johnson,111 S Cherry,Suite 2600,30938,3369,913-715-1401,,1855
17346,Infotech Valley Inc.,"35 E. Elizabeth Ave.,Suite 35",None,7828,15,6104199034,112,2005
17347,General Electric Company,2623 Camino Ramon,None,42381,300000,(925) 242-6200,,1892
17348,Huron Consulting Services Llc,550 W. Van Buren Street,17Th Floor,28244,2661,312-212-6703,,2002
17349,Svi America Corporation,6053 Hudson Road,Suite 220,25620,16,6515786964,,1991
17350,"Aqua Information Systems, Inc",300 N Pottstown Pike,Ste#130,1026,35,2156001616,,2008
17351,Appsprofessional,2691 Washington Blvd,None,42329,2,4087181416,,2012
17352,"New Relic, Inc.",188 Spear Street,Suite 1200,42188,844,4153615745,,2008
17353,"Lorven Technologies, Inc",101 Morgan Lane,Suite 209,2677,22,609-918-9607,,2001
17354,Dolphin Solutions Inc,2295 S Hiawassee Rd,Suite 217,15119,12,3212930206,,1998
17355,Clear Thought Solutions Llc,1135 Kildaire Farm Rd,#200,495,77,9194054170,,2004
17356,Zodiac Solutions,880 East Swedesford Road,Suite 210,8341,29,4845506482,,2011
17357,Lombard Risk Systems,"205 Lexington Ave, 14Th Fl",None,3916,30,212-682-4930,,1999
17358,Ars Datum,2656 29Th Street,Suite 204,40719,10,310-531-5718,,2001
17359,"Redi Global Technologies, Llc",80 Pine Street,None,3897,145,212.328.2730,,2013
17360,Loyola University Chicago,1032 W. Sheridan Road,None,28302,3328,7732743000,,1870
17361,Medtouch Llc,84 Sherman St,None,9511,102,617-621-8670,,2004
17362,"Mvp Consulting Plus, Inc.",435 New Karner Rd,Suite 202,4898,51,518-218-1700,,2002
17363,A. M. Castle & Co.,1420 Kensington Rd,Suite 220,2467,1588,847-455-7111,,1890
17364,"Imoga, Inc.",23 Harrington Court,None,35497,2,201-686-4767,,2005
17365,"Doubledutch, Inc.",350 Rhode Island Street,Suite 375,42181,203,4154495744,,2011
17366,Cox Target Media,1 Valpak Avenue N.,None,15747,695,727-399-3189,,1999
17367,Rang Technologies Inc,15 Corporate Pl South,Suite# 356,2664,53,7329474119,120,2005
17368,American International Fowarding Inc.,"D/B/A American International Relocation Solutions, Inc.",6 Penn Center West,6498,378,412-677-1739,,1981
17369,C Squaredsystems Llc,65 Dartmouth Drive,None,13846,175,6036442800,,2000
17370,Itiyam Llc,209 Elden Street,Ste # 200,1414,11,7032911600,100,2011
17371,Recoverytrek,4360 Shore Drive,Suite 101,10384,13,757-754-5475,,2010
17372,"Michael Kors (Usa), Inc.",11 West 42Nd Street,None,3960,700,212-201-8213,,1981
17373,"Aspiration Partners, Inc.",4640 Admiralty Way,Suite 725,1976,15,424-228-8800,,2013
17374,"Nsca, Inc",3635 Savannah Place Drive #500,Office 5,13666,4,4044214761,,2009
17375,Agamatrix,7C Raymond Ave,None,2969,140,603-328-6000,,2001
17376,"Cyberthink, Inc.",685 Route 202 206 Ste 101,None,3873,311,908-429-8008,5055,1996
17377,Interactive Memories Aka Mixbook,409 Sherman Avenue,None,42269,46,6505758302,,2006
17378,"West Coast Dental Services, Inc.",12121 Wilshire Blvd.,Ste. 1111,40562,51,3108209933,,1995
17379,Babeltime Inc.,"1730 S Amphlett Blvd, Suite 308",None,42276,6,650-389-6948,,2014
17380,Quantcast Corporation,"201 3Rd Street, 2Nd Floor",None,42181,494,415-466-8705,,2005
17381,"Chegg, Inc.",3990 Freedom Circle,None,42572,639,408-855-5700,,2005
17382,Esg Automotive,1391 Wheaton Avenue,Suite 700,22192,210,2482462220,,2007
17383,Great Lakes Medical Imaging,199 Park Club Lane,None,5940,70,(716) 517-5116,,2011
17384,"Protera Technologies, Inc",1 Westbrook Corporate Center,Suite 560,27974,16,630 303 9847,,1998
17385,Vortalsoft Inc,220 Davidson Avenue,Suite 3A,3175,35,7327481800,,2000
17386,My Life Registry Llc,2050 Center Ave,Suite 100,1113,26,201-363-0045,,2005
17387,"Xerox Business Services, Llc",2828 North Haskell Avenue,"Building 1, Floor 9",34866,14000,214-584-5895,,1988
17388,Apogee Medical Group Inc,15059 North Scottsdale Road,Suite 600,39282,83,602-778-3601,,2002
17389,"Smbc Capital Markets, Inc.",277 Park Avenue,None,4054,151,212-224-4000,,1986
17390,Kbm Group Llc,2050 N. Greenville Avenue,None,34771,179000,972-664-3759,,1923
17391,Creo Dent Prosthetics Ltd,"29 W 30Th St, 11 Fl.",None,2341,56,2123023860,,2011
17392,"Professional Service Industries, Inc.","1901 S. Meyers Road, Suite 400",Suite 400,28005,2000,630-691-1496,388,1961
17393,Avenger Engineering Llc,4555 Mansell Rd. Ste 300,None,13587,91,4046410908,,2002
17394,"Dynamic Ratings, Inc.",N56 W24879 N. Corporate Circle,Suite 200,24585,41,2627461230,,2002
17395,"Sweet Smiles Family Dentistry , Llc",1300 Bridge St,None,1258,6,2623770807,,2014
17396,"Chip Test Solutions, Llc",2875 Northwestern Parkway,None,42565,7,408-982-9505,,2009
17397,Philips Electronics North America Corporation,3000 Minuteman Road,None,78,113678,978-659-3968,,1939
17398,"Arteris, Inc.",591 W. Hamilton Ave.,Suite 250,451,37,408-470-7300,,2004
17399,Aluminum Precision Products,3333 W. Warner Avenue,None,41597,800,714-546-8125,,1965
17400,"Design & Die Usa, Inc.",39555 Orchard Hill Place,Suite 440,22438,7,2483782028,,2002
17401,"Global Tobacco, Llc",2861 Congressman Lane Suite 300,None,34883,57,2143576653,,2007
17402,"Abeinsa Engineering, Inc.",16401 Swingley Ridge Road,Suite 600,29587,41,636-519-2300,,2010
17403,Satyam Venture Engineering Services,"850 Stephenson Hwy, Ste 512",None,22192,81,248-918-2457,,2000
17404,Postrock Energy Services Corporation,"210 Park Avenue, Suite 2750",None,33987,329,405-600-7704,,2010
17405,"Kyu Lee Architect, P.C.",163-10 Northern Blvd. Suite 300,None,4473,4,718-395-3909,,2007
17406,The Veritas Healthcare Solutions Llc,"469 7Th Avenue, Suite 223",None,3921,40,2123599474,,2011
17407,Ricerca Biosciences Llc,7528 Auburn Rd,None,20068,160,4403573429,,1999
17408,Polyone Corporation,33587 Walker Road,None,20022,4000,440-930-1100,,2000
17409,Peerless Mfg. Co.,14651 N. Dallas Parkway,Ste 500,34926,402,214-353-5520,,1933
17410,Barry University,11300 Ne 2 Avenue,None,15367,1570,305-899-3675,,1940
17411,Suffolk University Sawyer School Of Management,8 Ashburton Place,None,337,1000,617-573-8665,,1906
17412,Lasell College,1844 Commonwealth Avenue,None,10944,350,6172432332,,1851
17413,California Institute Of The Arts,24700 Mcbean Parkway,None,40952,588,661-255-1050,,1961
17414,Cary Community Consolidated School District 26,2115 Crystal Lake Road,None,494,380,224-357-5100,,1888
17415,Quality Education Academy,5012 D Lansing Drive,None,11840,27,3367440804,,1997
17416,Lyc̩e International De Boston/International School,45 Matignon Road,None,9511,150,6174991451,,1962
17417,Walthall County School District,814 Morse Av,None,3451,218,6018763401,,1909
17418,"The Quarry Lane School, Inc.",6363 Tassajara Road,None,856,170,9258298000,,1991
17419,Lotus School For Excellence,11001 E Alameda Ave,None,37436,63,303-360-0052,,2006
17420,Moody'S Analytics,7 World Trade Center At 250 Greenwich Street,None,3902,1057,1-212-553-0300,,2008
17421,"Raison Pure Internatial, Inc.","119 Fifth Avenue, Floor 2",None,3892,46,2126250708,,1998
17422,Taa Apparel Inc,48 West 37Th 5Th Flr,None,3921,30,2122684001,,2008
17423,Atrium Construction Llc,"4675 Interstate Highway 30, Suite 102",None,34833,4,214-660-1588,,2006
17424,Kenneth Park Archtect Pllc,360 Lexington Avenue,None,3918,40,2125990044,,2010
17425,St Vincent Medical Education & Research Institute,232 West 25Th Street,None,7146,111,814-452-5000,,1992
17426,Medical Foundation Of Central Ms,"1151 N State Street, Ste 504",None,18241,300,601-292-4261,,2002
17427,Selma Nephrology Associates,905 Medical Center Parkway,None,3097,7,3348746053,,1980
17428,Petcare Express,"2501 W Holcombe, Suite D",None,35811,9,713-592-9977,,2007
17429,"Tai Chi Axupuncture & Wellness Center, Llc",7 Bow St.,None,2424,1,9782763008,,2014
17430,Goodland Regional Medical Center,220 West 2Nd Street,None,31608,143,7858904040,,1922
17431,Trinidad Area Health Association D/B/A Mt. San Raf,410 Benedicta Avenue,None,3422,218,7198469213,1073,1969
17432,Artisan Partners,875 E Wisconsin Ave,Suite 800,24668,338,414-390-6100,,1995
17433,Elixir Technologies Corporation,1314 Ojai Avenue,None,2496,29,8056489122,,1985
17434,"Mbi, Inc.",47 Richards Avenue,None,31992,500,203-853-2000,,1969
17435,Control Services Inc,3030 Aurora Ave 2Nd Floor,None,2182,100,3183383172,,1984
17436,"Manhattan Associates, Inc.",2300 Windy Ridge Parkway,Suite 1000,13870,2816,678-597-7719,,1989
17437,Openmobile World Wide Inc.,111 Speen Street,Suite 114,1133,50,6174403500,0,2010
17438,"Agadia Systems, Inc.",9 Campus Drive,Second Floor East,2602,16,9735408400,,2007
17439,"Wood Group Kenny, Inc.",15115 Park Row,3Rd Floor,35879,309,281-675-1000,,1978
17440,Pavilion Development Company,5605 Carneige Blvd Ste 110,None,12466,21,704-944-5953,,2001
17441,Frontender Corporation,8556 Katy Freeway,Suite 124,35804,6,12818885551,,2006
17442,Express Distributor Corp.,1231 Naperville Dr,None,2907,7,8152936123,,2010
17443,Crown Retail Services Llc,767 Fifth Avenue - Suite 2400,None,4035,14,2122923521,,2011
17444,"Acre Investment Company, Llc",7901 Stoneridge Drive Ste 200,None,42390,12,925-520-0091,,2011
17445,"Cinergy Technology, Inc.",100 Plainfield Avenue,Suite 7,936,16,(888) 968 1555,,2004
17446,"Geomedia, Inc.",4242 Medical Drive,Suite 4200,36561,12,2106145900,,1996
17447,"Akamai Technologies, Inc.",150 Broadway,None,9521,3400,617-444-3000,,1998
17448,Newfield Exploration,4 Waterway Square,Suite 100,36068,1643,281-210-5100,,1988
17449,"Hsbc Bank Usa, N.A.",95 Washington Street,Atrium - 1Nw,5919,22000,(716) 841-7508,,1865
17450,Linkedin Corporation,2029 Stierlin Court,None,42132,8700,650-687-3600,,2003
17451,Platfora Inc,1300 S El Camino Real,#600,42276,101,650-918-1012,,2011
17452,"Quality Bicycle Products, Inc.",6400 W 105Th St,None,25802,660,952-941-9391,,1981
17453,Ames It And Numeric Solutions,1615 Golden Aspen Dr 103,None,66,21,7125607892,,2011
17454,"Pacific Investment Management Company, Llc",650 Newport Center Drive,None,41568,1653,(949) 720-6000,,1971
17455,"Next Jump, Inc.",261 Fifth Avenue,8Th Floor,3916,130,2126857101,,1994
17456,"Simulmedia, Inc.","670 Broadway, 2Nd Floor",None,3911,100,646-201-5352,,2008
17457,"Chartboost, Inc.",420 Taylor Street,None,2996,137,415-509-6750,,2011
17458,"Research Now Group, Inc.","5800 Tennyson Pkwy, Suite 600",None,34705,1200,2143655026,,1999
17459,Walt Disney Pictures,500 South Buena Vista Street,None,41016,100000,818-560-8222,,1983
17460,"Webs, Inc. (Subsidiary Of Cimpress Usa, Incorporat",1100 Wayne Ave,Suite 800,9291,147,301-960-9026,,2011
17461,"Community Health Connections, Inc.",326 Nichols Road,None,5916,204,978-878-8505,,1997
17462,"Prosoft It Services, Inc","140 Metro Park, Suite 7A",None,6121,54,5852818780,,2005
17463,Infoway Solutions Llc,46520 Fremont Blvd,Suite 614,42325,25,9254359672,,2009
17464,"Cyrix Data Systems, Llc",5777 West Maple Road,Suite 180,3609,18,248-539-7722,,1997
17465,"4Info, Inc.","155 Bovet Rd, Ste 200",None,42277,50,650-350-4800,,2004
17466,Just Energy (U.S) Corp,"5251 Westheimer Rd, Suite 1000",None,35842,600,713.544.8145,,1997
17467,Xoriant Corporation,1248 Reamwood Avenue,None,42177,500,4087434415,,1990
17468,"Revolution Staffing, Inc.",39 West 38Th Street,Suite 10W,3921,10,646-307-9734,,2010
17469,"National Control Devices, Llc",430 Market Street,None,2540,15,417-646-5644,,1995
17470,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,None,3352,4000,914-847-7000,,1988
17471,"Complex Media, Inc.",1271 Avenue Of The Americas,35Th Floor,3931,320,9172623110,,2009
17472,"Saavn, Llc","460 Park Ave South, 4Th Floor",None,3916,45,2127103080,,2007
17473,Manson Western Corp D.B.A. Wps,625 Alaska Avenue,None,40730,75,(800) 648-8857,,1948
17474,Merrimack Pharmaceuticals,One Kendall Sqaure,Suite B7201,9510,300,617 441 1037,,1999
17475,"Revere Control Systems, Inc.",2240 Rocky Ridge Road,None,16358,146,205-271-9760,,1980
17476,U.S. Cellular Corporation,8410 W. Bryn Mawr,None,28272,9000,773-399-8000,,1983
17477,"Centaur Technology, Inc.","7600-C N. Capital Of Tx Hwy, Ste 300",None,36905,103,512.418.5795,,1995
17478,Newport Corporation,1791 Deere Avenue,None,41526,1198,9498633144,,1969
17479,Iridescent,532 W 22Nd St,None,40540,37,213746-4453,,2006
